0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.990099 0.965740 0.941406 0.917120 0.892906 0.868790 0.844793 0.820939 0.797251 0.773752 0.750463 0.727404 0.704597 0.682062 0.659816 0.637879 0.616266 0.594996 0.574082 0.553539 0.533381 0.513620 0.494267 0.475332 0.456824 0.438752 0.421122 0.403941 0.387212 0.370941 0.355130 0.339780 0.324892 0.310467 0.296502 0.282997 0.269948 0.257352 0.245203 0.233498 0.222230 0.211393 0.200979 0.190980 0.181390 0.172198 0.163396 0.154974 0.146922 0.139231 0.131890 0.124888 0.118215 0.111860 0.105811 0.100059 0.094591 0.089397 0.084466 0.079787 0.075349 0.071142 0.067156 0.063380 0.059803 0.056417 0.053211 0.050176 0.047304 0.044584 0.042009 0.039571 0.037261 0.035071 0.032995 0.031025 0.029154 0.027376 0.025685 0.024074 0.022538 0.021072 0.019670 0.018327 0.017039 0.015802 0.014611 0.013462 0.012352 0.011276 0.010232 0.009216 0.008226 0.007258 0.006309 0.005378 0.004460 0.003554 0.002657 0.001768 0.000883 0.000000 
1.980198 1.931484 1.882819 1.834251 1.785828 1.737599 1.689609 1.641905 1.594533 1.547538 1.500963 1.454850 1.409240 1.364172 1.319684 1.275812 1.232591 1.190052 1.148228 1.107145 1.066832 1.027312 0.988608 0.950741 0.913728 0.877586 0.842328 0.807967 0.774513 0.741972 0.710350 0.679652 0.649878 0.621028 0.593100 0.566091 0.539994 0.514801 0.490506 0.467096 0.444560 0.422885 0.402057 0.382061 0.362879 0.344495 0.326891 0.310047 0.293943 0.278560 0.263877 0.249873 0.236526 0.223814 0.211716 0.200209 0.189273 0.178883 0.169020 0.159661 0.150784 0.142369 0.134394 0.126840 0.119685 0.112911 0.106497 0.100426 0.094679 0.089238 0.084087 0.079208 0.074585 0.070204 0.066050 0.062108 0.058364 0.054806 0.051421 0.048198 0.045124 0.042189 0.039382 0.036695 0.034117 0.031640 0.029256 0.026956 0.024733 0.022579 0.020489 0.018456 0.016473 0.014534 0.012635 0.010769 0.008931 0.007117 0.005322 0.003540 0.001768 0.000000 
2.970297 2.897236 2.824249 2.751406 2.678782 2.606446 2.534471 2.462925 2.391877 2.321394 2.251540 2.182379 2.113972 2.046379 1.979655 1.913856 1.849032 1.785232 1.722502 1.660886 1.600423 1.541149 1.483100 1.426305 1.370791 1.316584 1.263702 1.212166 1.161988 1.113181 1.065753 1.019709 0.975051 0.931780 0.889891 0.849379 0.810235 0.772449 0.736006 0.700893 0.667090 0.634578 0.603336 0.573342 0.544569 0.516993 0.490585 0.465318 0.441161 0.418086 0.396059 0.375051 0.355028 0.335958 0.317808 0.300545 0.284137 0.268550 0.253751 0.239709 0.226390 0.213764 0.201798 0.190462 0.179726 0.169560 0.159935 0.150824 0.142198 0.134033 0.126300 0.118977 0.112039 0.105462 0.099226 0.093307 0.087686 0.082344 0.077261 0.072420 0.067804 0.063396 0.059181 0.055145 0.051272 0.047551 0.043969 0.040513 0.037173 0.033938 0.030797 0.027741 0.024760 0.021847 0.018992 0.016187 0.013426 0.010699 0.008000 0.005322 0.002657 0.000000 
3.960396 3.863000 3.765701 3.668597 3.571782 3.475353 3.379403 3.284027 3.189313 3.095353 3.002231 2.910033 2.818841 2.728732 2.639783 2.552066 2.465648 2.380596 2.296971 2.214829 2.134224 2.055205 1.977818 1.902102 1.828095 1.755829 1.685330 1.616624 1.549729 1.484661 1.421431 1.360045 1.300508 1.242818 1.186971 1.132959 1.080772 1.030393 0.981806 0.934990 0.889921 0.846573 0.804918 0.764925 0.726561 0.689792 0.654580 0.620888 0.588677 0.557907 0.528535 0.500519 0.473818 0.448387 0.424182 0.401160 0.379276 0.358488 0.338750 0.320020 0.302255 0.285413 0.269451 0.254329 0.240006 0.226443 0.213602 0.201445 0.189936 0.179039 0.168720 0.158946 0.149686 0.140908 0.132583 0.124682 0.117178 0.110045 0.103258 0.096793 0.090628 0.084740 0.079110 0.073717 0.068544 0.063572 0.058785 0.054167 0.049703 0.045379 0.041180 0.037095 0.033110 0.029215 0.025398 0.021648 0.017954 0.014308 0.010699 0.007117 0.003554 0.000000 
4.950495 4.828780 4.707186 4.585834 4.464845 4.344338 4.224430 4.105238 3.986874 3.869451 3.753077 3.637856 3.523892 3.411282 3.300121 3.190498 3.082500 2.976209 2.871699 2.769044 2.668308 2.569555 2.472840 2.378214 2.285722 2.195406 2.107298 2.021430 1.937825 1.856503 1.777477 1.700756 1.626344 1.554241 1.484441 1.416933 1.351705 1.288737 1.228007 1.169490 1.113157 1.058974 1.006906 0.956915 0.908959 0.862995 0.818978 0.776860 0.736592 0.698124 0.661404 0.626379 0.592995 0.561199 0.530935 0.502149 0.474785 0.448790 0.424108 0.400685 0.378467 0.357403 0.337438 0.318523 0.300607 0.283640 0.267575 0.252365 0.237964 0.224329 0.211416 0.199184 0.187594 0.176606 0.166184 0.156292 0.146896 0.137964 0.129464 0.121366 0.113643 0.106267 0.099213 0.092456 0.085972 0.079741 0.073740 0.067950 0.062353 0.056930 0.051665 0.046541 0.041544 0.036657 0.031868 0.027163 0.022530 0.017954 0.013426 0.008931 0.004460 0.000000 
5.940594 5.794579 5.648710 5.503132 5.357988 5.213422 5.069575 4.926586 4.784592 4.643725 4.504116 4.365891 4.229173 4.094079 3.960723 3.829212 3.699650 3.572134 3.446756 3.323601 3.202750 3.084275 2.968246 2.854721 2.743757 2.635401 2.529696 2.426676 2.326370 2.228802 2.133989 2.041940 1.952660 1.866149 1.782401 1.701402 1.623137 1.547584 1.474715 1.404499 1.336903 1.271886 1.209406 1.149416 1.091868 1.036709 0.983885 0.933338 0.885011 0.838843 0.794771 0.752731 0.712661 0.674494 0.638166 0.603610 0.570760 0.539552 0.509918 0.481795 0.455118 0.429823 0.405848 0.383131 0.361613 0.341233 0.321936 0.303663 0.286362 0.269978 0.254461 0.239761 0.225830 0.212622 0.200092 0.188199 0.176900 0.166158 0.155934 0.146193 0.136902 0.128026 0.119536 0.111403 0.103598 0.096095 0.088869 0.081897 0.075155 0.068622 0.062279 0.056105 0.050082 0.044193 0.038421 0.032750 0.027163 0.021648 0.016187 0.010769 0.005378 0.000000 
6.930693 6.760403 6.590283 6.420502 6.251227 6.082627 5.914864 5.748102 5.582500 5.418212 5.255391 5.094184 4.934733 4.777177 4.621646 4.468267 4.317160 4.168439 4.022210 3.878574 3.737623 3.599444 3.464116 3.331708 3.202286 3.075905 2.952613 2.832453 2.715459 2.601656 2.491064 2.383696 2.279557 2.178646 2.080956 1.986473 1.895176 1.807041 1.722036 1.640125 1.561268 1.485418 1.412526 1.342538 1.275397 1.211041 1.149408 1.090431 1.034041 0.980168 0.928740 0.879682 0.832919 0.788376 0.745977 0.705644 0.667301 0.630871 0.596277 0.563445 0.532299 0.502765 0.474769 0.448241 0.423110 0.399307 0.376766 0.355420 0.335206 0.316062 0.297929 0.280748 0.264464 0.249023 0.234374 0.220466 0.207252 0.194687 0.182726 0.171328 0.160454 0.150066 0.140127 0.130604 0.121463 0.112676 0.104211 0.096041 0.088141 0.080484 0.073048 0.065810 0.058748 0.051843 0.045073 0.038421 0.031868 0.025398 0.018992 0.012635 0.006309 0.000000 
7.920792 7.726256 7.531913 7.337957 7.144580 6.951973 6.760323 6.569816 6.380633 6.192951 6.006944 5.822781 5.640623 5.460628 5.282947 5.107724 4.935096 4.765191 4.598134 4.434037 4.273008 4.115144 3.960535 3.809262 3.661398 3.517007 3.376146 3.238860 3.105189 2.975163 2.848805 2.726129 2.607140 2.491838 2.380214 2.272253 2.167931 2.067219 1.970083 1.876480 1.786364 1.699683 1.616380 1.536394 1.459658 1.386105 1.315660 1.248249 1.183793 1.122211 1.063421 1.007338 0.953877 0.902950 0.854472 0.808354 0.764509 0.722848 0.683285 0.645734 0.610108 0.576323 0.544295 0.513944 0.485188 0.457949 0.432151 0.407718 0.384577 0.362660 0.341896 0.322221 0.303570 0.285881 0.269097 0.253159 0.238014 0.223610 0.209897 0.196827 0.184354 0.172437 0.161033 0.150104 0.139612 0.129523 0.119802 0.110420 0.101344 0.092547 0.084002 0.075683 0.067566 0.059626 0.051843 0.044193 0.036657 0.029215 0.021847 0.014534 0.007258 0.000000 
8.910891 8.692141 8.473609 8.255512 8.038066 7.821484 7.605979 7.391758 7.179025 6.967981 6.758819 6.551729 6.346894 6.144491 5.944688 5.747648 5.553524 5.362463 5.174602 4.990069 4.808984 4.631457 4.457589 4.287471 4.121186 3.958804 3.800390 3.645995 3.495663 3.349430 3.207318 3.069346 2.935518 2.805835 2.680287 2.558855 2.441514 2.328233 2.218969 2.113678 2.012307 1.914797 1.821084 1.731099 1.644769 1.562016 1.482757 1.406908 1.334381 1.265085 1.198927 1.135813 1.075645 1.018328 0.963762 0.911849 0.862491 0.815589 0.771045 0.728762 0.688644 0.650596 0.614523 0.580334 0.547939 0.517249 0.488179 0.460643 0.434561 0.409854 0.386443 0.364256 0.343221 0.323268 0.304331 0.286346 0.269253 0.252992 0.237508 0.222747 0.208658 0.195192 0.182305 0.169951 0.158089 0.146679 0.135685 0.125069 0.114799 0.104843 0.095170 0.085751 0.076558 0.067566 0.058748 0.050082 0.041544 0.033110 0.024760 0.016473 0.008226 0.000000 
