0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.990099 0.965382 0.940691 0.916051 0.891486 0.867021 0.842682 0.818492 0.794475 0.770654 0.747052 0.723691 0.700591 0.677774 0.655258 0.633063 0.611206 0.589704 0.568573 0.547827 0.527480 0.507545 0.488033 0.468954 0.450318 0.432133 0.414405 0.397140 0.380344 0.364019 0.348168 0.332793 0.317895 0.303471 0.289522 0.276044 0.263034 0.250489 0.238402 0.226769 0.215582 0.204835 0.194521 0.184629 0.175153 0.166082 0.157406 0.149117 0.141202 0.133652 0.126455 0.119601 0.113078 0.106874 0.100979 0.095381 0.090068 0.085029 0.080252 0.075727 0.071442 0.067386 0.063549 0.059920 0.056489 0.053245 0.050179 0.047281 0.044543 0.041954 0.039506 0.037192 0.035003 0.032930 0.030968 0.029108 0.027344 0.025669 0.024078 0.022563 0.021121 0.019744 0.018429 0.017171 0.015964 0.014805 0.013689 0.012613 0.011574 0.010567 0.009589 0.008638 0.007711 0.006804 0.005915 0.005042 0.004182 0.003333 0.002492 0.001658 0.000828 0.000000 
1.980198 1.930769 1.881390 1.832112 1.782986 1.734061 1.685386 1.637010 1.588980 1.541341 1.494141 1.447421 1.401225 1.355593 1.310565 1.266178 1.222467 1.179466 1.137206 1.095717 1.055026 1.015158 0.976137 0.937982 0.900712 0.864343 0.828889 0.794362 0.760770 0.728122 0.696423 0.665674 0.635877 0.607032 0.579134 0.552179 0.526160 0.501070 0.476897 0.453631 0.431258 0.409765 0.389135 0.369352 0.350399 0.332257 0.314906 0.298326 0.282496 0.267395 0.253001 0.239292 0.226245 0.213837 0.202046 0.190848 0.180221 0.170141 0.160587 0.151535 0.142964 0.134851 0.127175 0.119916 0.113051 0.106562 0.100428 0.094631 0.089152 0.083973 0.079076 0.074445 0.070065 0.065918 0.061991 0.058270 0.054740 0.051388 0.048203 0.045173 0.042285 0.039531 0.036898 0.034379 0.031963 0.029643 0.027410 0.025256 0.023175 0.021159 0.019202 0.017298 0.015440 0.013624 0.011845 0.010096 0.008374 0.006674 0.004991 0.003320 0.001658 0.000000 
2.970297 2.896162 2.822103 2.748196 2.674516 2.601138 2.528134 2.455579 2.383542 2.312093 2.241301 2.171230 2.101944 2.033505 1.965970 1.899397 1.833838 1.769344 1.705961 1.643734 1.582704 1.522909 1.464382 1.407155 1.351256 1.296707 1.243531 1.191745 1.141362 1.092394 1.044848 0.998729 0.954037 0.910771 0.868927 0.828497 0.789471 0.751836 0.715579 0.680680 0.647122 0.614882 0.583938 0.554263 0.525833 0.498619 0.472592 0.447721 0.423975 0.401322 0.379729 0.359163 0.339591 0.320977 0.303287 0.286488 0.270544 0.255422 0.241087 0.227506 0.214645 0.202473 0.190955 0.180062 0.169761 0.160023 0.150818 0.142118 0.133895 0.126122 0.118772 0.111822 0.105246 0.099022 0.093126 0.087539 0.082239 0.077207 0.072425 0.067874 0.063538 0.059400 0.055447 0.051663 0.048034 0.044548 0.041194 0.037958 0.034831 0.031801 0.028861 0.025999 0.023208 0.020479 0.017804 0.015176 0.012588 0.010032 0.007502 0.004991 0.002492 0.000000 
3.960396 3.861567 3.762839 3.664314 3.566091 3.468270 3.370949 3.274225 3.178192 3.082944 2.988570 2.895157 2.802792 2.711554 2.621523 2.532773 2.445375 2.359396 2.274899 2.191943 2.110582 2.030866 1.952842 1.876550 1.802027 1.729306 1.658413 1.589373 1.522205 1.456921 1.393533 1.332047 1.272463 1.214780 1.158993 1.105090 1.053059 1.002882 0.954541 0.908012 0.863269 0.820283 0.779024 0.739458 0.701551 0.665264 0.630559 0.597396 0.565732 0.535525 0.506732 0.479307 0.453206 0.428383 0.404792 0.382388 0.361124 0.340955 0.321836 0.303722 0.286568 0.270331 0.254967 0.240435 0.226694 0.213702 0.201421 0.189813 0.178840 0.168467 0.158660 0.149384 0.140607 0.132299 0.124430 0.116971 0.109895 0.103177 0.096791 0.090713 0.084922 0.079397 0.074116 0.069060 0.064213 0.059555 0.055073 0.050749 0.046569 0.042520 0.038590 0.034764 0.031033 0.027384 0.023808 0.020295 0.016833 0.013415 0.010032 0.006674 0.003333 0.000000 
4.950495 4.826987 4.703605 4.580476 4.457725 4.335477 4.213853 4.092975 3.972961 3.853926 3.735984 3.619245 3.503813 3.389790 3.277275 3.166361 3.057136 2.949684 2.844083 2.740408 2.638727 2.539101 2.441589 2.346241 2.253104 2.162218 2.073617 1.987331 1.903382 1.821790 1.742566 1.665718 1.591248 1.519153 1.449425 1.382053 1.317020 1.254304 1.193881 1.135723 1.079796 1.026065 0.974492 0.925035 0.877649 0.832289 0.788905 0.747447 0.707864 0.670101 0.634104 0.599817 0.567184 0.536148 0.506651 0.478638 0.452049 0.426829 0.402920 0.380267 0.358814 0.338507 0.319291 0.301114 0.283925 0.267673 0.252309 0.237786 0.224057 0.211077 0.198804 0.187195 0.176210 0.165811 0.155960 0.146621 0.137762 0.129349 0.121351 0.113739 0.106485 0.099563 0.092946 0.086611 0.080536 0.074699 0.069080 0.063659 0.058419 0.053342 0.048413 0.043615 0.038935 0.034358 0.029872 0.025464 0.021122 0.016833 0.012588 0.008374 0.004182 0.000000 
5.940594 5.792426 5.644409 5.496695 5.349435 5.202777 5.056869 4.911855 4.767878 4.625075 4.483583 4.343533 4.205051 4.068260 3.933278 3.800215 3.669178 3.540268 3.413579 3.289198 3.167209 3.047686 2.930698 2.816306 2.704566 2.595525 2.489226 2.385702 2.284984 2.187090 2.092038 1.999835 1.910484 1.823982 1.740321 1.659484 1.581452 1.506200 1.433698 1.363912 1.296803 1.232328 1.170441 1.111092 1.054228 0.999792 0.947728 0.897974 0.850468 0.805146 0.761941 0.720788 0.681619 0.644365 0.608958 0.575329 0.543410 0.513132 0.484427 0.457229 0.431469 0.407084 0.384008 0.362179 0.341534 0.322013 0.303558 0.286111 0.269616 0.254021 0.239272 0.225321 0.212118 0.199618 0.187775 0.176547 0.165894 0.155776 0.146157 0.137000 0.128273 0.119943 0.111980 0.104356 0.097042 0.090015 0.083248 0.076720 0.070409 0.064293 0.058354 0.052574 0.046934 0.041419 0.036012 0.030699 0.025464 0.020295 0.015176 0.010096 0.005042 0.000000 
6.930693 6.757887 6.585258 6.412983 6.241236 6.070192 5.900022 5.730895 5.562975 5.396427 5.231406 5.068066 4.906555 4.747016 4.589584 4.434392 4.281562 4.131211 3.983450 3.838382 3.696102 3.556697 3.420248 3.286826 3.156495 3.029313 2.905327 2.784578 2.667099 2.552914 2.442042 2.334493 2.230269 2.129368 2.031777 1.937481 1.846455 1.758671 1.674094 1.592683 1.514393 1.439175 1.366975 1.297733 1.231389 1.167878 1.107131 1.049078 0.993646 0.940760 0.890344 0.842320 0.796608 0.753131 0.711807 0.672557 0.635300 0.599957 0.566448 0.534695 0.504621 0.476149 0.449203 0.423712 0.399601 0.376801 0.355244 0.334862 0.315592 0.297369 0.280134 0.263829 0.248397 0.233783 0.219937 0.206808 0.194349 0.182514 0.171261 0.160547 0.150333 0.140584 0.131262 0.122335 0.113771 0.105540 0.097613 0.089965 0.082569 0.075402 0.068441 0.061664 0.055052 0.048585 0.042244 0.036012 0.029872 0.023808 0.017804 0.011845 0.005915 0.000000 
7.920792 7.723376 7.526162 7.329352 7.133146 6.937742 6.743336 6.550121 6.358287 6.168017 5.979492 5.792887 5.608372 5.426107 5.246251 5.068951 4.894350 4.722580 4.553768 4.388032 4.225479 4.066211 3.910318 3.757882 3.608978 3.463669 3.322010 3.184049 3.049822 2.919358 2.792677 2.669791 2.550704 2.435410 2.323898 2.216149 2.112135 2.011823 1.915174 1.822141 1.732673 1.646713 1.564199 1.485065 1.409241 1.336651 1.267219 1.200864 1.137502 1.077048 1.019415 0.964514 0.912255 0.862547 0.815299 0.770419 0.727815 0.687398 0.649076 0.612759 0.578359 0.545790 0.514964 0.485798 0.458211 0.432120 0.407448 0.384119 0.362059 0.341197 0.321463 0.302790 0.285114 0.268374 0.252510 0.237465 0.223186 0.209620 0.196717 0.184431 0.172717 0.161533 0.150837 0.140592 0.130762 0.121312 0.112211 0.103427 0.094931 0.086697 0.078698 0.070910 0.063310 0.055875 0.048585 0.041419 0.034358 0.027384 0.020479 0.013624 0.006804 0.000000 
8.910891 8.688897 8.467129 8.245816 8.025181 7.805449 7.586838 7.369566 7.153846 6.939885 6.727885 6.518044 6.310551 6.105590 5.903335 5.703954 5.507606 5.314442 5.124603 4.938221 4.755418 4.576308 4.400991 4.229562 4.062102 3.898684 3.739369 3.584211 3.433250 3.286520 3.144043 3.005832 2.871891 2.742215 2.616790 2.495594 2.378598 2.265764 2.157047 2.052396 1.951752 1.855052 1.762225 1.673199 1.587892 1.506223 1.428103 1.353442 1.282146 1.214119 1.149263 1.087478 1.028664 0.972717 0.919536 0.869017 0.821057 0.775555 0.732408 0.691516 0.652779 0.616100 0.581381 0.548529 0.517449 0.488054 0.460254 0.433963 0.409099 0.385581 0.363331 0.342276 0.322341 0.303458 0.285560 0.268583 0.252466 0.237152 0.222583 0.208708 0.195476 0.182839 0.170752 0.159172 0.148059 0.137373 0.127078 0.117140 0.107527 0.098208 0.089154 0.080336 0.071730 0.063310 0.055052 0.046934 0.038935 0.031033 0.023208 0.015440 0.007711 0.000000 
