        1000
  0.0333  0.0667  0.1000  0.1333  0.1667  0.2000  0.2333  0.2667  0.3000  0.3333
  0.3667  0.4000  0.4333  0.4667  0.5000  0.5333  0.5667  0.6000  0.6333  0.6667
  0.7000  0.7333  0.7667  0.8000  0.8333  0.8667  0.9000  0.9333  0.9667  1.0000
  1.0333  1.0667  1.1000  1.1333  1.1667  1.2000  1.2333  1.2667  1.3000  1.3333
  1.3667  1.4000  1.4333  1.4667  1.5000  1.5333  1.5667  1.6000  1.6333  1.6667
  1.7000  1.7333  1.7667  1.8000  1.8333  1.8667  1.9000  1.9333  1.9667  2.0000
  2.0333  2.0667  2.1000  2.1333  2.1667  2.2000  2.2333  2.2667  2.3000  2.3333
  2.3667  2.4000  2.4333  2.4667  2.5000  2.5333  2.5667  2.6000  2.6333  2.6667
  2.7000  2.7333  2.7667  2.8000  2.8333  2.8667  2.9000  2.9333  2.9667  3.0000
  3.0333  3.0667  3.1000  3.1333  3.1667  3.2000  3.2333  3.2667  3.3000  3.3333
  3.3667  3.4000  3.4333  3.4667  3.5000  3.5333  3.5667  3.6000  3.6333  3.6667
  3.7000  3.7333  3.7667  3.8000  3.8333  3.8667  3.9000  3.9333  3.9667  4.0000
  4.0333  4.0667  4.1000  4.1333  4.1667  4.2000  4.2333  4.2667  4.3000  4.3333
  4.3667  4.4000  4.4333  4.4667  4.5000  4.5333  4.5667  4.6000  4.6333  4.6667
  4.7000  4.7333  4.7667  4.8000  4.8333  4.8667  4.9000  4.9333  4.9667  5.0000
  5.0333  5.0667  5.1000  5.1333  5.1667  5.2000  5.2333  5.2667  5.3000  5.3333
  5.3667  5.4000  5.4333  5.4667  5.5000  5.5333  5.5667  5.6000  5.6333  5.6667
  5.7000  5.7333  5.7667  5.8000  5.8333  5.8667  5.9000  5.9333  5.9667  6.0000
  6.0333  6.0667  6.1000  6.1333  6.1667  6.2000  6.2333  6.2667  6.3000  6.3333
  6.3667  6.4000  6.4333  6.4667  6.5000  6.5333  6.5667  6.6000  6.6333  6.6667
  6.7000  6.7333  6.7667  6.8000  6.8333  6.8667  6.9000  6.9333  6.9667  7.0000
  7.0333  7.0667  7.1000  7.1333  7.1667  7.2000  7.2333  7.2667  7.3000  7.3333
  7.3667  7.4000  7.4333  7.4667  7.5000  7.5333  7.5667  7.6000  7.6333  7.6667
  7.7000  7.7333  7.7667  7.8000  7.8333  7.8667  7.9000  7.9333  7.9667  8.0000
  8.0333  8.0667  8.1000  8.1333  8.1667  8.2000  8.2333  8.2667  8.3000  8.3333
  8.3667  8.4000  8.4333  8.4667  8.5000  8.5333  8.5667  8.6000  8.6333  8.6667
  8.7000  8.7333  8.7667  8.8000  8.8333  8.8667  8.9000  8.9333  8.9667  9.0000
  9.0333  9.0667  9.1000  9.1333  9.1667  9.2000  9.2333  9.2667  9.3000  9.3333
  9.3667  9.4000  9.4333  9.4667  9.5000  9.5333  9.5667  9.6000  9.6333  9.6667
  9.7000  9.7333  9.7667  9.8000  9.8333  9.8667  9.9000  9.9333  9.9667 10.0000
 10.0333 10.0667 10.1000 10.1333 10.1667 10.2000 10.2333 10.2667 10.3000 10.3333
 10.3667 10.4000 10.4333 10.4667 10.5000 10.5333 10.5667 10.6000 10.6333 10.6667
 10.7000 10.7333 10.7667 10.8000 10.8333 10.8667 10.9000 10.9333 10.9667 11.0000
 11.0333 11.0667 11.1000 11.1333 11.1667 11.2000 11.2333 11.2667 11.3000 11.3333
 11.3667 11.4000 11.4333 11.4667 11.5000 11.5333 11.5667 11.6000 11.6333 11.6667
 11.7000 11.7333 11.7667 11.8000 11.8333 11.8667 11.9000 11.9333 11.9667 12.0000
 12.0333 12.0667 12.1000 12.1333 12.1667 12.2000 12.2333 12.2667 12.3000 12.3333
 12.3667 12.4000 12.4333 12.4667 12.5000 12.5333 12.5667 12.6000 12.6333 12.6667
 12.7000 12.7333 12.7667 12.8000 12.8333 12.8667 12.9000 12.9333 12.9667 13.0000
 13.0333 13.0667 13.1000 13.1333 13.1667 13.2000 13.2333 13.2667 13.3000 13.3333
 13.3667 13.4000 13.4333 13.4667 13.5000 13.5333 13.5667 13.6000 13.6333 13.6667
 13.7000 13.7333 13.7667 13.8000 13.8333 13.8667 13.9000 13.9333 13.9667 14.0000
 14.0333 14.0667 14.1000 14.1333 14.1667 14.2000 14.2333 14.2667 14.3000 14.3333
 14.3667 14.4000 14.4333 14.4667 14.5000 14.5333 14.5667 14.6000 14.6333 14.6667
 14.7000 14.7333 14.7667 14.8000 14.8333 14.8667 14.9000 14.9333 14.9667 15.0000
 15.0333 15.0667 15.1000 15.1333 15.1667 15.2000 15.2333 15.2667 15.3000 15.3333
 15.3667 15.4000 15.4333 15.4667 15.5000 15.5333 15.5667 15.6000 15.6333 15.6667
 15.7000 15.7333 15.7667 15.8000 15.8333 15.8667 15.9000 15.9333 15.9667 16.0000
 16.0333 16.0667 16.1000 16.1333 16.1667 16.2000 16.2333 16.2667 16.3000 16.3333
 16.3667 16.4000 16.4333 16.4667 16.5000 16.5333 16.5667 16.6000 16.6333 16.6667
 16.7000 16.7333 16.7667 16.8000 16.8333 16.8667 16.9000 16.9333 16.9667 17.0000
 17.0333 17.0667 17.1000 17.1333 17.1667 17.2000 17.2333 17.2667 17.3000 17.3333
 17.3667 17.4000 17.4333 17.4667 17.5000 17.5333 17.5667 17.6000 17.6333 17.6667
 17.7000 17.7333 17.7667 17.8000 17.8333 17.8667 17.9000 17.9333 17.9667 18.0000
 18.0333 18.0667 18.1000 18.1333 18.1667 18.2000 18.2333 18.2667 18.3000 18.3333
 18.3667 18.4000 18.4333 18.4667 18.5000 18.5333 18.5667 18.6000 18.6333 18.6667
 18.7000 18.7333 18.7667 18.8000 18.8333 18.8667 18.9000 18.9333 18.9667 19.0000
 19.0333 19.0667 19.1000 19.1333 19.1667 19.2000 19.2333 19.2667 19.3000 19.3333
 19.3667 19.4000 19.4333 19.4667 19.5000 19.5333 19.5667 19.6000 19.6333 19.6667
 19.7000 19.7333 19.7667 19.8000 19.8333 19.8667 19.9000 19.9333 19.9667 20.0000
 20.0333 20.0667 20.1000 20.1333 20.1667 20.2000 20.2333 20.2667 20.3000 20.3333
 20.3667 20.4000 20.4333 20.4667 20.5000 20.5333 20.5667 20.6000 20.6333 20.6667
 20.7000 20.7333 20.7667 20.8000 20.8333 20.8667 20.9000 20.9333 20.9667 21.0000
 21.0333 21.0667 21.1000 21.1333 21.1667 21.2000 21.2333 21.2667 21.3000 21.3333
 21.3667 21.4000 21.4333 21.4667 21.5000 21.5333 21.5667 21.6000 21.6333 21.6667
 21.7000 21.7333 21.7667 21.8000 21.8333 21.8667 21.9000 21.9333 21.9667 22.0000
 22.0333 22.0667 22.1000 22.1333 22.1667 22.2000 22.2333 22.2667 22.3000 22.3333
 22.3667 22.4000 22.4333 22.4667 22.5000 22.5333 22.5667 22.6000 22.6333 22.6667
 22.7000 22.7333 22.7667 22.8000 22.8333 22.8667 22.9000 22.9333 22.9667 23.0000
 23.0333 23.0667 23.1000 23.1333 23.1667 23.2000 23.2333 23.2667 23.3000 23.3333
 23.3667 23.4000 23.4333 23.4667 23.5000 23.5333 23.5667 23.6000 23.6333 23.6667
 23.7000 23.7333 23.7667 23.8000 23.8333 23.8667 23.9000 23.9333 23.9667 24.0000
 24.0333 24.0667 24.1000 24.1333 24.1667 24.2000 24.2333 24.2667 24.3000 24.3333
 24.3667 24.4000 24.4333 24.4667 24.5000 24.5333 24.5667 24.6000 24.6333 24.6667
 24.7000 24.7333 24.7667 24.8000 24.8333 24.8667 24.9000 24.9333 24.9667 25.0000
 25.0333 25.0667 25.1000 25.1333 25.1667 25.2000 25.2333 25.2667 25.3000 25.3333
 25.3667 25.4000 25.4333 25.4667 25.5000 25.5333 25.5667 25.6000 25.6333 25.6667
 25.7000 25.7333 25.7667 25.8000 25.8333 25.8667 25.9000 25.9333 25.9667 26.0000
 26.0333 26.0667 26.1000 26.1333 26.1667 26.2000 26.2333 26.2667 26.3000 26.3333
 26.3667 26.4000 26.4333 26.4667 26.5000 26.5333 26.5667 26.6000 26.6333 26.6667
 26.7000 26.7333 26.7667 26.8000 26.8333 26.8667 26.9000 26.9333 26.9667 27.0000
 27.0333 27.0667 27.1000 27.1333 27.1667 27.2000 27.2333 27.2667 27.3000 27.3333
 27.3667 27.4000 27.4333 27.4667 27.5000 27.5333 27.5667 27.6000 27.6333 27.6667
 27.7000 27.7333 27.7667 27.8000 27.8333 27.8667 27.9000 27.9333 27.9667 28.0000
 28.0333 28.0667 28.1000 28.1333 28.1667 28.2000 28.2333 28.2667 28.3000 28.3333
 28.3667 28.4000 28.4333 28.4667 28.5000 28.5333 28.5667 28.6000 28.6333 28.6667
 28.7000 28.7333 28.7667 28.8000 28.8333 28.8667 28.9000 28.9333 28.9667 29.0000
 29.0333 29.0667 29.1000 29.1333 29.1667 29.2000 29.2333 29.2667 29.3000 29.3333
 29.3667 29.4000 29.4333 29.4667 29.5000 29.5333 29.5667 29.6000 29.6333 29.6667
 29.7000 29.7333 29.7667 29.8000 29.8333 29.8667 29.9000 29.9333 29.9667 30.0000
 30.0333 30.0667 30.1000 30.1333 30.1667 30.2000 30.2333 30.2667 30.3000 30.3333
 30.3667 30.4000 30.4333 30.4667 30.5000 30.5333 30.5667 30.6000 30.6333 30.6667
 30.7000 30.7333 30.7667 30.8000 30.8333 30.8667 30.9000 30.9333 30.9667 31.0000
 31.0333 31.0667 31.1000 31.1333 31.1667 31.2000 31.2333 31.2667 31.3000 31.3333
 31.3667 31.4000 31.4333 31.4667 31.5000 31.5333 31.5667 31.6000 31.6333 31.6667
 31.7000 31.7333 31.7667 31.8000 31.8333 31.8667 31.9000 31.9333 31.9667 32.0000
