         500
 620.01001 615.03998 610.08997 605.15997 600.25000 595.35999 590.48999 585.64001
 580.81000 576.00000 571.20996 566.44000 561.69000 556.95996 552.25000 547.56000
 542.89001 538.23999 533.60999 529.00000 524.40997 519.83997 515.28998 510.75998
 506.25000 501.75998 497.28998 492.84000 488.41000 484.00000 479.60999 475.23999
 470.88998 466.56000 462.25000 457.95999 453.69000 449.44000 445.20999 441.00000
 436.81000 432.63998 428.48999 424.35999 420.25000 416.16000 412.09000 408.03998
 404.00998 400.00000 396.00998 392.03998 388.09000 384.16000 380.25000 376.35999
 372.48999 368.63998 364.81000 361.00000 357.20999 353.44000 349.69000 345.95999
 342.25000 338.56000 334.88998 331.23999 327.60999 324.00000 320.41000 316.84000
 313.28998 309.75998 306.25000 302.75998 299.29001 295.84000 292.41000 289.00000
 285.60999 282.23999 278.88998 275.56000 272.25000 268.95999 265.69000 262.44000
 259.20999 256.00000 252.81000 249.64000 246.48999 243.36000 240.25000 237.15999
 234.09000 231.03999 228.00999 225.00000 222.00999 219.03999 216.09000 213.15999
 210.25000 207.36000 204.48999 201.64000 198.81000 196.00000 193.20999 190.44000
 187.69000 184.95999 182.25000 179.56000 176.89000 174.23999 171.61000 169.00000
 166.41000 163.84000 161.28999 158.75999 156.25000 153.75999 151.28999 148.84000
 146.41000 144.00000 141.61000 139.23999 136.89000 134.56000 132.25000 129.95999
 127.68999 125.43999 123.21000 121.00000 118.81000 116.64000 114.49000 112.36000
 110.25000 108.16000 106.09000 104.04000 102.00999 100.00000  98.00999  96.04000
  94.09000  92.16000  90.25000  88.36000  86.49000  84.64000  82.81000  81.00000
  79.21000  77.43999  75.68999  73.96000  72.25000  70.56000  68.89000  67.24000
  65.61000  64.00000  62.41000  60.84000  59.29000  57.76000  56.25000  54.76000
  53.29000  51.84000  50.41000  49.00000  47.61000  46.24000  44.89000  43.56000
  42.25000  40.96000  39.69000  38.44000  37.21000  36.00000  34.81000  33.64000
  32.49000  31.36000  30.25000  29.16000  28.09000  27.04000  26.01000  25.00000
  24.01000  23.04000  22.09000  21.16000  20.25000  19.36000  18.49000  17.64000
  16.81000  16.00000  15.21000  14.44000  13.69000  12.96000  12.25000  11.56000
  10.89000  10.24000   9.61000   9.00000   8.41000   7.84000   7.29000   6.76000
   6.25000   5.76000   5.29000   4.84000   4.41000   4.00000   3.61000   3.24000
   2.89000   2.56000   2.25000   1.96000   1.69000   1.44000   1.21000   1.00000
   0.81000   0.64000   0.49000   0.36000   0.25000   0.16000   0.09000   0.04000
   0.01000   0.00000   0.01000   0.04000   0.09000   0.16000   0.25000   0.36000
   0.49000   0.64000   0.81000   1.00000   1.21000   1.44000   1.69000   1.96000
   2.25000   2.56000   2.89000   3.24000   3.61000   4.00000   4.41000   4.84000
   5.29000   5.76000   6.25000   6.76000   7.29000   7.84000   8.41000   9.00000
   9.61000  10.24000  10.89000  11.56000  12.25000  12.96000  13.69000  14.44000
  15.21000  16.00000  16.81000  17.64000  18.49000  19.36000  20.25000  21.16000
  22.09000  23.04000  24.01000  25.00000  26.01000  27.04000  28.09000  29.16000
  30.25000  31.36000  32.49000  33.64000  34.81000  36.00000  37.21000  38.44000
  39.69000  40.96000  42.25000  43.56000  44.89000  46.24000  47.61000  49.00000
  50.41000  51.84000  53.29000  54.76000  56.25000  57.76000  59.29000  60.84000
  62.41000  64.00000  65.61000  67.24000  68.89000  70.56000  72.25000  73.96000
  75.68999  77.43999  79.21000  81.00000  82.81000  84.64000  86.49000  88.36000
  90.25000  92.16000  94.09000  96.04000  98.00999 100.00000 102.00999 104.04000
 106.09000 108.16000 110.25000 112.36000 114.49000 116.64000 118.81000 121.00000
 123.21000 125.43999 127.68999 129.95999 132.25000 134.56000 136.89000 139.23999
 141.61000 144.00000 146.41000 148.84000 151.28999 153.75999 156.25000 158.75999
 161.28999 163.84000 166.41000 169.00000 171.61000 174.23999 176.89000 179.56000
 182.25000 184.95999 187.69000 190.44000 193.20999 196.00000 198.81000 201.64000
 204.48999 207.36000 210.25000 213.15999 216.09000 219.03999 222.00999 225.00000
 228.00999 231.03999 234.09000 237.15999 240.25000 243.36000 246.48999 249.64000
 252.81000 256.00000 259.20999 262.44000 265.69000 268.95999 272.25000 275.56000
 278.88998 282.23999 285.60999 289.00000 292.41000 295.84000 299.29001 302.75998
 306.25000 309.75998 313.28998 316.84000 320.41000 324.00000 327.60999 331.23999
 334.88998 338.56000 342.25000 345.95999 349.69000 353.44000 357.20999 361.00000
 364.81000 368.63998 372.48999 376.35999 380.25000 384.16000 388.09000 392.03998
 396.00998 400.00000 404.00998 408.03998 412.09000 416.16000 420.25000 424.35999
 428.48999 432.63998 436.81000 441.00000 445.20999 449.44000 453.69000 457.95999
 462.25000 466.56000 470.88998 475.23999 479.60999 484.00000 488.41000 492.84000
 497.28998 501.75998 506.25000 510.75998 515.28998 519.83997 524.40997 529.00000
 533.60999 538.23999 542.89001 547.56000 552.25000 556.95996 561.69000 566.44000
 571.20996 576.00000 580.81000 585.64001 590.48999 595.35999 600.25000 605.15997
 610.08997 615.03998 620.01001 625.00000
   104167.500    
