         500
   276    0.012346   106    0.049383   411    0.111111   182    0.197531
   115    0.308642   165    0.444444   340    0.604938   215    0.790123
   226    1.000000   464    1.234568   223    1.493827   334    1.777778
   390    2.086420   395    2.419753    99    2.777778   128    3.160494
   338    3.567901   449    4.000000   188    4.456790    10    4.938272
   201    5.444445   495    5.975308   487    6.530864   103   32.111111
   484    7.716049   187    8.345679    49    9.000000   375    9.679012
   412   10.382716   362   11.111111   184   11.864198   311   12.641975
   153   13.444445   151   14.271605   338   15.123457   415   16.000000
   278   16.901234   280   17.827160   164   18.777779   365   19.753086
    79   20.753086   266   21.777779   392   22.827160   108   23.901234
   163   25.000000   251   26.123457   111   27.271605   233   28.444445
    93   29.641975    98   30.864197   485    7.111111   453   33.382717
   400   34.679012   367   36.000000   208   37.345680   405   38.716049
   494   40.111111   246   41.530865   110   42.975307   381   44.444443
   454   45.938271   295   47.456791   435   49.000000    19   50.567902
   469   52.160492    23   53.777779   449   55.419754    10   57.086418
   500   58.777779   490   60.493828   306   62.234570   294   64.000000
   481   65.790123   447   67.604935   101   69.444443     6   71.308640
   127   73.197533   445   75.111115   135   77.049385   445   79.012344
   260   81.000000   184   83.012344   492   85.049385   438   87.111115
   341   89.197533   181   91.308640    99   93.444443    94   95.604935
   494   97.790123    91  100.000000     6  102.234566   472  104.493828
   246  106.777779   490  109.086418   307  111.419754   181  113.777779
   266  116.160492    73  118.567902    66  121.000000   191  123.456787
   350  125.938271   275  128.444443   413  130.975311   269  133.530869
   331  136.111115    27  138.716049    86  141.345673   309  144.000000
   379  146.679016   455  149.382721   357  152.111115   370  154.864197
   178  157.641968   411  160.444443   276  163.271606   325  166.123459
    94  169.000000   409  171.901230    11  174.827164   415 1280.049438
    60  180.753082   193  183.753082   121  186.777771   483  189.827164
   243  192.901230   496  196.000000   141  199.123459   489  202.271606
   476  205.444443   122  208.641968   208  211.864197   368  215.111115
    98  218.382721   320  221.679016   315  225.000000    51  228.345673
    69  231.716049   227  235.111115   492  238.530869   212  241.975311
   352  245.444443   183  248.938278   100  252.456787   205  256.000000
   120  259.567902   353  263.160492    40  266.777771   102  270.419739
     9  274.086426   167  277.777771   142  281.493835   423  285.234558
   247  289.000000   355  292.790131   127  296.604950   411  300.444458
   141  304.308655   312  308.197540   373  312.111115   437  316.049377
    64  320.012360   140  324.000000   462  328.012360   493  332.049377
   395  336.111115   174  340.197540   382  344.308655    97  348.444458
    32  352.604950    23  356.790131    73  361.000000   403  365.234558
   328  369.493835   122  373.777771   162  378.086426   492  382.419739
   307  386.777771   146  391.160492   248  395.567902   368  400.000000
    20  404.456787     8  408.938263   239  413.444458   388  417.975311
   453  422.530853   458  427.111115   167  431.716064   150  436.345673
   414  441.000000   230  445.679016     7  450.382721   170  455.111115
    29  459.864197    46  464.641968   326  469.444458   198  474.271606
   310  479.123444   413  484.000000   170  488.901245   154  493.827148
   180  498.777771   206  503.753082   230  508.753082   191  513.777771
   322  518.827148   121  523.901245   358  529.000000   428  534.123474
    82  539.271606   366  544.444458   255  549.641968   140  554.864197
   497  560.111084   381  565.382690    16  570.679016   353  576.000000
   336  581.345703    45  586.716064   231  592.111084   132  597.530884
   178  602.975281   362  608.444458    14  613.938293   292  619.456787
   347  625.000000    55  630.567871   263  636.160522   497  641.777771
   363  647.419739   380  653.086426   102  658.777771   432  664.493835
    96  670.234558    44  676.000000   121  681.790100   455  687.604919
   415  693.444458    39  699.308655   436  705.197510   279  711.111084
   199  717.049377   500  723.012329   385  729.000000   393  735.012329
   377  741.049377   280  747.111084   347  753.197510   438  759.308655
     7  765.444458   143  771.604919    91  777.790100   404  784.000000
   276  790.234558   243  796.493835   268  802.777771    23  809.086426
    72  815.419739   390  821.777771   385  828.160522    80  834.567871
   234  841.000000    82  847.456787   274  853.938293   153  860.444458
    77  866.975281   288  873.530884    72  880.111084    97  886.716064
   346  893.345703   475  900.000000    66  906.679016   355  913.382690
   190  920.111084   199  926.864197     1  933.641968   207  940.444458
   402  947.271606   439  954.123474    70  961.000000    22  967.901245
   283  974.827148    29  981.777771   436  988.753113   172  995.753113
   245 1002.777771   141 1009.827148   119 1016.901245   275 1024.000000
   357 1031.123413   451 1038.271606   379 1045.444458   270 1052.641968
   323 1059.864258   388 1067.111084   440 1074.382690   301 1081.678955
    31 1089.000000   220 1096.345703     4 1103.716064   150 1111.111084
   487 1118.530884   478 1125.975342   107 1133.444458   337 1140.938232
   268 1148.456787   180 1156.000000     1 1163.567871   425 1171.160522
   211 1178.777832   374 1186.419800     6 1194.086426   307 1201.777832
   222 1209.493774   331 1217.234619   344 1225.000000   470 1232.790161
   358 1240.604980   226 1248.444458   317 1256.308594   112 1264.197510
   199 1272.111084   329  177.777771    70 1288.012329   378 1296.000000
   396 1304.012329   114 1312.049438   264 1320.111084    69 1328.197510
    87 1336.308594    74 1344.444458   405 1352.604980   126 1360.790161
   205 1369.000000   478 1377.234619   360 1385.493774   418 1393.777832
   388 1402.086426   269 1410.419800   306 1418.777832   347 1427.160522
   300 1435.567871    48 1444.000000   275 1452.456787   146 1460.938232
   103 1469.444458   422 1477.975342   326 1486.530884   482 1495.111084
   305 1503.716064   202 1512.345703    64 1521.000000    69 1529.678955
   108 1538.382690   262 1547.111084   355 1555.864258   261 1564.641968
    92 1573.444458   432 1582.271606   157 1591.123413     2 1600.000000
   500 1608.901245   440 1617.827148   122 1626.777832   272 1635.753052
   380 1644.753052   341 1653.777832   211 1662.827148   297 1671.901245
   223 1681.000000   472 1690.123413    83 1699.271606   487 1708.444458
    43 1717.641968    76 1726.864258   455 1736.111084   103 1745.382690
   111 1754.678955    67 1764.000000   349 1773.345703   489 1782.716064
     1 1792.111084   247 1801.530884   124 1810.975342   451 1820.444458
    52 1829.938232   388 1839.456787    52 1849.000000   310 1858.567871
   167 1868.160522   489 1877.777832   346 1887.419800   414 1897.086426
   484 1906.777832   139 1916.493774   183 1926.234619    77 1936.000000
   490 1945.790161   466 1955.604980   117 1965.444458    62 1975.308594
   183 1985.197510   420 1995.111084    63 2005.049438   495 2015.012329
   240 2025.000000   481 2035.012329   480 2045.049438   377 2055.111084
   323 2065.197510   332 2075.308594   440 2085.444336   365 2095.604980
   348 2105.790039   267 2116.000000   374 2126.234619   413 2136.493896
     2 2146.777832   112 2157.086426   207 2167.419678   314 2177.777832
    24 2188.160400   332 2198.567871    89 2209.000000   291 2219.456787
   481 2229.938232   143 2240.444336   140 2250.975342   439 2261.530762
   338 2272.111084   118 2282.716064    93 2293.345703    31 2304.000000
    83 2314.678955   107 2325.382812   213 2336.111084    48 2346.864258
   118 2357.642090    65 2368.444336   471 2379.271484   168 2390.123535
    35 2401.000000   246 2411.901123   348 2422.827148   371 2433.777832
    61 2444.753174   271 2455.753174   225 2466.777832   343 2477.827148
   417 2488.901123   466 2500.000000   383 2511.123535   297 2522.271484
   202 2533.444336   500 2544.642090    67 2555.864258   180 2567.111084
    56 2578.382812   316 2589.678955    78 2601.000000   202 2612.345703
    93 2623.716064   343 2635.111084   306 2646.530762   122 2657.975342
    72 2669.444336   359 2680.938232   410 2692.456787    59 2704.000000
    63 2715.567871   143 2727.160400   493 2738.777832   123 2750.419678
   245 2762.086426    15 2773.777832   117 2785.493896   227 2797.234619
   144 2809.000000   358 2820.790039   218 2832.604980   306 2844.444336
   281 2856.308594   172 2868.197510   386 2880.111084   249 2892.049316
   227 2904.012451   348 2916.000000    91 2928.012451   221 2940.049316
   218 2952.111084    29 2964.197510   184 2976.308594   215 2988.444336
    99 3000.604980   197 3012.790039   123 3025.000000    31 3037.234619
   454 3049.493896   260 3061.777832    42 3074.086426   198 3086.419678
   515947.625    
