        1000
 0.10000E+03 0.40000E+03 0.90000E+03 0.16000E+04 0.25000E+04 0.36000E+04
 0.49000E+04 0.64000E+04 0.81000E+04 0.10000E+05 0.12100E+05 0.14400E+05
 0.16900E+05 0.19600E+05 0.22500E+05 0.25600E+05 0.28900E+05 0.32400E+05
 0.36100E+05 0.40000E+05 0.44100E+05 0.48400E+05 0.52900E+05 0.57600E+05
 0.62500E+05 0.67600E+05 0.72900E+05 0.78400E+05 0.84100E+05 0.90000E+05
 0.96100E+05 0.10240E+06 0.10890E+06 0.11560E+06 0.12250E+06 0.12960E+06
 0.13690E+06 0.14440E+06 0.15210E+06 0.16000E+06 0.16810E+06 0.17640E+06
 0.18490E+06 0.19360E+06 0.20250E+06 0.21160E+06 0.22090E+06 0.23040E+06
 0.24010E+06 0.25000E+06 0.26010E+06 0.27040E+06 0.28090E+06 0.29160E+06
 0.30250E+06 0.31360E+06 0.32490E+06 0.33640E+06 0.34810E+06 0.36000E+06
 0.37210E+06 0.38440E+06 0.39690E+06 0.40960E+06 0.42250E+06 0.43560E+06
 0.44890E+06 0.46240E+06 0.47610E+06 0.49000E+06 0.50410E+06 0.51840E+06
 0.53290E+06 0.54760E+06 0.56250E+06 0.57760E+06 0.59290E+06 0.60840E+06
 0.62410E+06 0.64000E+06 0.65610E+06 0.67240E+06 0.68890E+06 0.70560E+06
 0.72250E+06 0.73960E+06 0.75690E+06 0.77440E+06 0.79210E+06 0.81000E+06
 0.82810E+06 0.84640E+06 0.86490E+06 0.88360E+06 0.90250E+06 0.92160E+06
 0.94090E+06 0.96040E+06 0.98010E+06 0.10000E+07 0.10201E+07 0.10404E+07
 0.10609E+07 0.10816E+07 0.11025E+07 0.11236E+07 0.11449E+07 0.11664E+07
 0.11881E+07 0.12100E+07 0.12321E+07 0.12544E+07 0.12769E+07 0.12996E+07
 0.13225E+07 0.13456E+07 0.13689E+07 0.13924E+07 0.14161E+07 0.14400E+07
 0.14641E+07 0.14884E+07 0.15129E+07 0.15376E+07 0.15625E+07 0.15876E+07
 0.16129E+07 0.16384E+07 0.16641E+07 0.16900E+07 0.17161E+07 0.17424E+07
 0.17689E+07 0.17956E+07 0.18225E+07 0.18496E+07 0.18769E+07 0.19044E+07
 0.19321E+07 0.19600E+07 0.19881E+07 0.20164E+07 0.20449E+07 0.20736E+07
 0.21025E+07 0.21316E+07 0.21609E+07 0.21904E+07 0.22201E+07 0.22500E+07
 0.22801E+07 0.23104E+07 0.23409E+07 0.23716E+07 0.24025E+07 0.24336E+07
 0.24649E+07 0.24964E+07 0.25281E+07 0.25600E+07 0.25921E+07 0.26244E+07
 0.26569E+07 0.26896E+07 0.27225E+07 0.27556E+07 0.27889E+07 0.28224E+07
 0.28561E+07 0.28900E+07 0.29241E+07 0.29584E+07 0.29929E+07 0.30276E+07
 0.30625E+07 0.30976E+07 0.31329E+07 0.31684E+07 0.32041E+07 0.32400E+07
 0.32761E+07 0.33124E+07 0.33489E+07 0.33856E+07 0.34225E+07 0.34596E+07
 0.34969E+07 0.35344E+07 0.35721E+07 0.36100E+07 0.36481E+07 0.36864E+07
 0.37249E+07 0.37636E+07 0.38025E+07 0.38416E+07 0.38809E+07 0.39204E+07
 0.39601E+07 0.40000E+07 0.40401E+07 0.40804E+07 0.41209E+07 0.41616E+07
 0.42025E+07 0.42436E+07 0.42849E+07 0.43264E+07 0.43681E+07 0.44100E+07
 0.44521E+07 0.44944E+07 0.45369E+07 0.45796E+07 0.46225E+07 0.46656E+07
 0.47089E+07 0.47524E+07 0.47961E+07 0.48400E+07 0.48841E+07 0.49284E+07
 0.49729E+07 0.50176E+07 0.50625E+07 0.51076E+07 0.51529E+07 0.51984E+07
 0.52441E+07 0.52900E+07 0.53361E+07 0.53824E+07 0.54289E+07 0.54756E+07
 0.55225E+07 0.55696E+07 0.56169E+07 0.56644E+07 0.57121E+07 0.57600E+07
 0.58081E+07 0.58564E+07 0.59049E+07 0.59536E+07 0.60025E+07 0.60516E+07
 0.61009E+07 0.61504E+07 0.62001E+07 0.62500E+07 0.63001E+07 0.63504E+07
 0.64009E+07 0.64516E+07 0.65025E+07 0.65536E+07 0.66049E+07 0.66564E+07
 0.67081E+07 0.67600E+07 0.68121E+07 0.68644E+07 0.69169E+07 0.69696E+07
 0.70225E+07 0.70756E+07 0.71289E+07 0.71824E+07 0.72361E+07 0.72900E+07
 0.73441E+07 0.73984E+07 0.74529E+07 0.75076E+07 0.75625E+07 0.76176E+07
 0.76729E+07 0.77284E+07 0.77841E+07 0.78400E+07 0.78961E+07 0.79524E+07
 0.80089E+07 0.80656E+07 0.81225E+07 0.81796E+07 0.82369E+07 0.82944E+07
 0.83521E+07 0.84100E+07 0.84681E+07 0.85264E+07 0.85849E+07 0.86436E+07
 0.87025E+07 0.87616E+07 0.88209E+07 0.88804E+07 0.89401E+07 0.90000E+07
 0.90601E+07 0.91204E+07 0.91809E+07 0.92416E+07 0.93025E+07 0.93636E+07
 0.94249E+07 0.94864E+07 0.95481E+07 0.96100E+07 0.96721E+07 0.97344E+07
