         500
    0.012346    0.049383   16.901234    0.197531    0.308642    0.444444
    0.604938    0.790123    1.000000    1.234568    1.493827    1.777778
    2.086420    2.419753    2.777778    3.160494    3.567901    4.000000
    4.456790    4.938272    5.444445    5.975308    6.530864    7.111111
    7.716049    8.345679    9.000000    9.679012   10.382716   11.111111
   11.864198   12.641975   13.444445   14.271605   15.123457   16.000000
    0.111111   17.827160   18.777779   19.753086   20.753086   21.777779
   22.827160   23.901234   25.000000   26.123457   27.271605   28.444445
   29.641975   30.864197   32.111111   33.382717   34.679012   36.000000
   37.345680   38.716049   40.111111   41.530865   42.975307   44.444443
   45.938271   47.456791   49.000000   50.567902   52.160492   53.777779
   55.419754   57.086418   58.777779   60.493828   62.234570   64.000000
   65.790123   67.604935   69.444443   71.308640   73.197533   75.111115
   77.049385   79.012344   81.000000   83.012344   85.049385   87.111115
   89.197533   91.308640   93.444443   95.604935   97.790123  100.000000
  102.234566  104.493828  106.777779  109.086418  111.419754  113.777779
  116.160492  118.567902  121.000000  123.456787  125.938271  128.444443
  130.975311  133.530869  136.111115  138.716049  141.345673  144.000000
  146.679016  149.382721  152.111115  154.864197  157.641968  160.444443
  163.271606  166.123459  169.000000  171.901230  174.827164  177.777771
  180.753082  183.753082  186.777771  189.827164  192.901230  196.000000
  199.123459  202.271606  205.444443  208.641968  211.864197  215.111115
  218.382721  221.679016  225.000000  228.345673  231.716049  235.111115
  238.530869  241.975311  245.444443  248.938278  252.456787  256.000000
  259.567902  263.160492  266.777771  270.419739  274.086426  277.777771
  281.493835  285.234558  289.000000  292.790131  296.604950  300.444458
  304.308655  308.197540  312.111115  316.049377  320.012360  324.000000
  328.012360  332.049377  336.111115  340.197540  344.308655  348.444458
  352.604950  356.790131  373.777771  365.234558  369.493835  361.000000
  378.086426  382.419739  386.777771  391.160492  395.567902  400.000000
  404.456787  408.938263  413.444458  417.975311  422.530853  427.111115
  431.716064  436.345673  441.000000  445.679016  450.382721  455.111115
  459.864197  464.641968  469.444458  474.271606  479.123444  484.000000
  488.901245  493.827148  498.777771  503.753082  508.753082  513.777771
  518.827148  523.901245  529.000000  534.123474  539.271606  544.444458
  549.641968  554.864197  560.111084  565.382690  570.679016  576.000000
  581.345703  586.716064  592.111084  597.530884  602.975281  608.444458
  613.938293  619.456787  625.000000  630.567871  636.160522  641.777771
  647.419739  653.086426  658.777771  664.493835  670.234558  676.000000
  681.790100  687.604919  693.444458  699.308655  705.197510  711.111084
  717.049377  723.012329  729.000000  735.012329  741.049377  747.111084
  753.197510  759.308655  765.444458  771.604919  777.790100  784.000000
  790.234558  796.493835  802.777771  809.086426  815.419739  821.777771
  828.160522  834.567871  841.000000  847.456787  853.938293  860.444458
  866.975281  873.530884  880.111084  886.716064  893.345703  900.000000
  906.679016  913.382690  920.111084  926.864197  933.641968  940.444458
  947.271606  954.123474  961.000000  967.901245  974.827148  981.777771
  988.753113  995.753113 1002.777771 1009.827148 1016.901245 1024.000000
 1031.123413 1038.271606 1045.444458 1052.641968 1059.864258 1067.111084
 1074.382690 1081.678955 1089.000000 1096.345703 1103.716064 1111.111084
 1118.530884 1125.975342 1133.444458 1140.938232 1148.456787 1156.000000
 1163.567871 1171.160522 1178.777832 1186.419800 1194.086426 1201.777832
 1209.493774 1217.234619 1225.000000 1232.790161 1240.604980 1248.444458
 1256.308594 1264.197510 1272.111084 1280.049438 1288.012329 1296.000000
 1304.012329 1312.049438 1320.111084 1328.197510 1336.308594 1344.444458
 1352.604980 1360.790161 1369.000000 1377.234619 1385.493774 1393.777832
 1402.086426 1410.419800 1418.777832 1427.160522 1435.567871 1444.000000
 1452.456787 1460.938232 1469.444458 1477.975342 1486.530884 1495.111084
 1503.716064 1512.345703 1521.000000 1529.678955 1538.382690 1547.111084
 1555.864258 1564.641968 1573.444458 1582.271606 1591.123413 1600.000000
 1608.901245 1617.827148 1626.777832 1635.753052 1644.753052 1653.777832
 1662.827148 1671.901245 1681.000000 1690.123413 1699.271606 1708.444458
 1717.641968 1726.864258 1736.111084 1745.382690 1754.678955 1764.000000
 1773.345703 1782.716064 1792.111084 1801.530884 1810.975342 1820.444458
 1829.938232 1839.456787 1849.000000 1858.567871 1868.160522 1877.777832
 1887.419800 1897.086426 1906.777832 1916.493774 1926.234619 1936.000000
 1945.790161 1955.604980 1965.444458 1975.308594 1985.197510 1995.111084
 2005.049438 2015.012329 2025.000000 2035.012329 2045.049438 2055.111084
 2065.197510 2075.308594 2085.444336 2095.604980 2105.790039 2116.000000
 2126.234619 2136.493896 2146.777832 2157.086426 2167.419678 2177.777832
 2188.160400 2198.567871 2209.000000 2219.456787 2229.938232 2240.444336
